Originalnummer	Stichworte	A-Nummern	Buch	PostkartenNr
3833	Fake News	3833
3832	Pioniere des Synchronsterbens	3832
3831	Vampirfische	3831
3830	Club 27	3830
3829	Badegeselle	3829
3828	Reiseführer	3828
3827	Kollegah widerlegt die Evolution	3827
3826	Treibt da eine Babyleiche?	3826
3825	Wollfilzhammerköpfe	3825
3824	Ich bin Christ, meine Frau ist Buddhistin.	3824
3823	Mark Zuckerberg ist reich genug.	3823
3822	Würde meine Heterosexualität	3822
3821	Reale Virtualität	3821
3820	wie offen die mit ihrem Sado-Maso-Fetisch umgehen	3820
3819	Der Honig der Löwen	3819
3818	Endlich mit Messer und Gabel	3818
3817	Alexa mach dies, Alexa mach das	3817
3816	Witz über einen Bassisten ohne Freundin	3816
3815	Streitbar	3815
3814	Das Symbol der Liebe, der Hoffnung und des Friedens	3814
3813	Schon wieder zwei Sechser	3813
3812	Die Abenteuer von Entman	3812
3811	Camouflage steht dir voll gut	3811
3810	Du redest mit einer Dose Thunfisch.	3810
3809	Jesus verwandelt Wasser in Wein	3809
3808	Hier unten	3808
3807	Jetzt brauche ich noch Schuhe	3807
3806	Etwa die Person?	3806
3805	Gesundheit	3805
3804	Flugtaxis mit Glasfasertechnik	3804
3803	80er-Jahre-Revival	3803
3802	(Symbolbild)	3802
3801	Die Ex-Frau von Elon Musk	3801
3800	Seniorenturnen	3800
3799	Ich werde intelektuell belästigt	3799
3798	Wenn Alexa sinnvoll wäre	3798
3797	Vorbild Pippi Langstrumpf	3797
3796	Die freudsche sexuelle Belästigung.	3796
3795	Dieses Haus hat gar keinen Aufzug	3795
3794	Wenn die Erde eine Kugel wäre	3794
3793	schaute er in die ADAC-Motorwelt	3793
3792	Schind schie auch Holländer?	3792
3791	Nieser nicht unterdrücken	3791
3790	Oookaaay - und die anderen zwei Wünsche?	3790
3789	Hi hi hi	3789
3788	eine DVD gucken.	3788
3787	Berühmte Filmszenen	3787
3786	Die ist niemals Jungfrau	3786
3785	immer halb elf	3785
3784	Im Lauf der Jahre wurde Siri immer unverschämter	3784
3783	Mein Mann arbeitet jetzt bei Volkswagen	3783
3782	Fass	3782
3781	Eine Sudoku über Fukushima	3781
3780	Was kaufst du dir auch einen Begatti?	3780
3779	Wissen kann Leben retten	3779
3778	das Tekrolon geschnurgelt	3778
3777	Als Kind hatte ich einen imaginären Feind.	3777
3776	Der Opa ist jetzt an einem besseren Ohr	3776
3775	Ich bin Experte	3775
3774	Ungarn	3774
3773	Ich bin in der Zeit zurückgereist	3773
3772	Aufblasbarer Messdiener	3772
3771	Braunkohlevorkommen unter Köln	3771
3770	Les Paul oder Stratocaster?	3770
3769	Rechtsverkehr	3769
3768	Weinstein-Backpulver	3768
3767	Stromausfall in der Digitalpianobar	3767
3766	Jahrestag der ersten bemannten Mondumrundung	3766
3765	Seniorenstift Urnenruh	3765
3764	Drei Milliarden Jahre Hausarrest	3764
3763	Was kosten die vollen Gläser?	3763
3762	Hänschen klein	3762
3761	Endlich Feierabend	3761
3760	Sex mit einem Roboter	3760
3759	Ökologisch heizen mit Wutbürgern	3759
3758	Blöde Wale	3758
3757	Lustige Streiche im Ak Saray	3757
3756	klingt wie ein kaputter Keilriemen	3756
3755	Ein Gutschein für einmal putzen	3755
3754	Das Krippenspiel der Rudolf-Hess-Grundschule in Arschritz	3754
3753	Ich bin Quantenmechaniker	3753
3752	Der perfekte Ninja	3752
3751	Sportveranstaltung oder Popkonzert?	3751
3750	Wissen Sie, was man über Männer mit langen Nasen sagt?	3750
3749	Sie lassen Ihre Kinder impfen?	3749
3748	Pioniere des Recyclings	3748
3747	Big-Band-Theorie	3747
3746	Besser kein Cartoon als ein falscher Cartoon	3746
3745	Die Abenteuer von Irony Man	3745
3744	Du hast Birgit erschlagen	3744
3743	Alexa - zahl deine Steuern	3743
3742	Wir werden islamisiert	3742
3741	doch keinen Pulled Pork Burger	3741
3740	Siebzig Quadratmeter Kopfsteinpflaster	3740
3739	Kinderbibel	3739
3738	Wenn Sie einen Massenmord planen	3738
3737	Hermaphrodite hat gezwittert	3737
3736	Zunächst werde ich Ihnen ein starkes Impotenzmittel verschreiben	3736
3735	Auf Cartoons sehe ich immer schrecklich aus	3735
3734	Jürgen freute sich.	3734
3733	Von der Herbstkälte geschwächte Stechmücken	3733
3732	Der Buddhismus wird überbewertet	3732
3731	Mit Nazis reden	3731
3730	Bibel-TV und die Folgen	3730
3729	Die Glaubensgemeinschaft der Stihlisten	3729
3728	Der allmächtige heilige Gnorpf	3728
3727	ob Orientierungslosigkeit ansteckend ist.	3727
3726	Spürst du die Natur, Susanne?	3726
3725	Kein Bier für Idioten	3725
3724	Hat Gott einen zu kleinen Penis?	3724
3723	Selbsthilfegruppe der introvertierten Eigenbrötler	3723
3722	Läuft die Kamera, Abdul?	3722
3721	Ich wäre auch gerne Cartoonist	3721
3720	Der Led-Zeppelin leuchtet im Dunkeln.	3720
3719	noch diese Mittelstreckenrakete	3719
3718	Thorsten W. erfindet den Amokspaziergang	3718
3717	eine Spiralfeder die Treppe runtergehen zu lassen.	3717
3716	Cartoon über Veganer	3716
3715	Sie können jetzt nicht mehr gleichzeitig lenken und blinken	3715
3714	Fahrstil OK?	3714
3713	Wie Protestwählen funktioniert	3713
3712	Ich bin orthognomer kalottischer Drubel	3712
3711	Ihr seid alle Idioten	3711
3710	Das neue Iphone 8 mit Gesichtsentsperrung	3710
3709	Wenn Nazis pupsen	3709
3708	Aber ich kann nur Rachmaninoff	3708
3707	Die neue germanische Physik	3707
3706	Perscheid light	3706
3705	wodurch sämtliche Garantieansprüche leider erloschen sind.	3705
3704	Eilmeldung	3704
3703	Mindestens haltbar bis	3703
3702	Übrigens bin ich unter meiner Burka splitternackt.	3702
3701	Ihr müsst Gewehre nehmen	3701
3700	Ich hab ihm gleich gesagt, dass das Ding nicht fliegt	3700
3699	Jürgen hatte eine unglaublich fettige Gesichtshaut	3699
3698	um unbescholtene Hundehalter zu diskreditieren.	3698
3697	Offensichtlich ist mein Poolreiniger nicht der allerhellste.	3697
3696	Zeitversetzt Fernsehen	3696
3695	Traumberuf Käsemakler	3695
3694	Schon wieder einer, der nicht geblinkt hat	3694
3693	Die Sonstigen	3693
3692	Die Einwohner benötigen dringend mehr Gedanken und Gebete	3692
3691	Ich bin getroffen	3691
3690	Bitte heizen Sie den Backofen gründlich vor.	3690
3689	Darf ich ein Foto machen?	3689
3688	das Schiff der Identitären	3688
3687	Mein Kind wächst vegan auf	3687
3686	Ferienwohnung Belegt	3686
3685	Was machst du da, Rehbäcker?	3685
3684	Wie man Trikefahrer grüßt	3684
3683	die Flacherdler angepisst	3683
3682	Haben Sie Ihre Piercings abgelegt?	3682
3681	Sind Sie noch Single?	3681
3680	fährt mit einer Mischung aus Teer, Arsen und Hühnerscheiße	3680
3679	Impfgegnerwochen im Bestattungshaus Schröder	3679
3678	Im Bio-Schwimmbad	3678
3677	Teilnahme auf dem Klageweg erstritten	3677
3676	Zu Hause bei Familie Tauber	3676
3675	Wie Durchblicker den 10. September 2001 sehen.	3675
3674	Die Füllhöhe ist technisch bedingt, Herr Kellogg	3674
3673	Ich hätte ja schon gerne Augen	3673
3672	Witz mit Ehe für Aale	3672
3671	Der Heulbutt	3671
3670	Das macht nichts, ich bin polygam	3670
3669	Wenn Schulen von der Wirtschaft gesponsert werden	3669
3668	Rechte Logik	3668
3667	Kaufen Sie sich ein neues Auto	3667
3666	Augenbrauenstudio	3666
3665	Heilbutt vergessen	3565
3664	Unsere Katze hat heute auch auf den Teppich gekotzt.	3664
3663	Wir kommen aus Reichsbürg	3663
3662	Ich sehe winzig kleine Handschellen	3662
3661	Ihr Drogentest ist soweit unauffällig	3661
3660	Pommes Frites selber machen	3660
3659	Und sein Helm ist auch nur aufgemalt	3659
3658	NSFW	3658
3657	Wenn die Stalagmiten weiterhin steigen	3657
3656	Die Facepalm-Stirn	3656
3655	Was Katzen denken	3655
3654	Entschuldigung, dass ich Ihr Haus besprühe	3654
3653	Einladung zu einer Cabriofahrt durch Dallas	3653
3652	Der Kunde sucht ein Mittel gegen erektile Dysfunktion.	3652
3651	Ehrliche Kinderärzte	3651
3650	Hurra, das Baby ist da	3650
3649	seit er einen elektrischen Pinsel verwendet.	3649
3648	Ich nehme einen Virgin Sex on the Beach	3648
3647	Warum warten wir nicht einfach, bis die Garantie abläuft?	3647
3646	Viergangschaltgetriebe ohne Rückwärtsgang	3646
3645	Hosenbeine in die Stiefel	3645
3644	Kann sein, aber schau mal: Chemtrails	3644
3643	Kann ich Ihnen elfen?	3643
3642	weil die Luftmoleküle zu klein sind	3642
3641	Warum ich mir einen Delorean gekauft habe	3641
3640	First-Date-Risiken	3640
3639	Luke, i bims dein Vater	3639
3638	Der sympathische junge Hobbychemiker	3638
3637	Selfie/Fremdie	3637
3636	FCK 3PO	3636
3635	Für mich sehen die alle gleich aus	3635
3634	Die Lutherrosette	3634
3633	Hätte sich Hitler nicht umgebracht	3633
3632	Durch den Pferdeschwanz dreht sich mein Gesicht in den Wind	3632
3631	Wenn E-Sport olympisch wird	3631
3630	sich eine einzelne Hand zu waschen.	3630
3629	Anwalt der Erben von Hergé	3629
3628	Nazimetthoden	3628
3627	Du kriegst die Kinder und ich die Insel	3627
3626	Möchtest du auch einen Karo-Kaffee?	3626
3625	Umstieg in den Frühling	3625
3624	Ich komme aus Pristina.	3624
3623	Ein anderes Wort für Homo	3623
3622	Du hast den falschen Film ausgeliehen	3622
3621	Ich will ein Enkelkind von euch	3621
3620	Er lehnt die Evolution ab	3620
3619	Der Papi weiß, wie man Hamburger macht.	3619
3618	Air Fart	3618
3617	Aus dem Cartoonklischeeverleih	3617
3616	Verleihung des goldenen Mikropenis	3616
3615	geht da locker ein Hektar durch	3615
3614	Kühe einzuburgern.	3614
3613	heile meinen Sohn von seiner Wahnvorstellung	3613
